alert_id,cluster_id,severity,status,evidence_confidence,suppressed,suppression_reason,risk_score,risk_level,classification_label,classification_score,false_alarm_indicator,detection_reliability,observation_count,active_days,persistence_category,max_frp,max_bright_ti4,bt_diff_max,movement_direction,movement_bearing_degrees,movement_rate_km_per_day,movement_pattern,latitude,longitude,nearest_station_name,station_distance_km,station_available,reasons,alert_rationale,created_at,updated_at,is_decision_support_only
TAL-00680,680,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,13.0,LOW,Unknown / Insufficient Evidence,0.0,HIGH,LOW,1,1,isolated,2.63,333.57,35.9,,,0.0,insufficient_evidence,11.11998,79.63828,Fire Station Chidambaram,31.27,True,"High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Fire Station Chidambaram (31.3 km); Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Fire Station Chidambaram (31.3 km); Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00681,681,HIGH,ACTIVE,HIGH,False,,83.0,HIGH,Unknown / Insufficient Evidence,0.0,LOW,HIGH,2,1,isolated,39.17,356.33,67.12,,,0.0,insufficient_evidence,18.08624,81.24098,Fire Station Podia,34.16,True,Risk score 83/100 (HIGH risk); Low false-alarm concern; High evidence reliability; Strong thermal power (FRP 39.2 MW); Peak thermal intensity / high spectral contrast; Verified fire station nearby: Fire Station Podia (34.2 km),Decision-support thermal anomaly alert. Risk score 83/100 (HIGH risk); Low false-alarm concern; High evidence reliability; Strong thermal power (FRP 39.2 MW); Peak thermal intensity / high spectral contrast; Verified fire station nearby: Fire Station Podia (34.2 km). Does not constitute a confirmed fire declaration.,2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00682,682,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,9.0,LOW,Unknown / Insufficient Evidence,0.0,HIGH,LOW,1,1,isolated,2.78,330.3,29.07,,,0.0,insufficient_evidence,25.33686,83.10394,,,False,"High false-alarm concern; Single observation (no temporal recurrence); Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Single observation (no temporal recurrence); Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00683,683,LOW,ACTIVE,MODERATE,False,,27.2,LOW,Agricultural-context thermal event,0.55,MEDIUM,MEDIUM,3,1,isolated,5.43,336.4,32.06,,,0.0,insufficient_evidence,25.46093,83.1405,,,False,Agricultural-context event,Decision-support thermal anomaly alert. Agricultural-context event. Does not constitute a confirmed fire declaration.,2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00684,684,LOW,ACTIVE,MODERATE,False,,22.1,LOW,Industrial-context thermal event,0.45,MEDIUM,MEDIUM,1,1,isolated,3.8,338.87,46.23,,,0.0,insufficient_evidence,29.32052,74.35227,,,False,Single observation (no temporal recurrence); Peak thermal intensity / high spectral contrast; Industrial context detected (score 0.45),Decision-support thermal anomaly alert. Single observation (no temporal recurrence); Peak thermal intensity / high spectral contrast; Industrial context detected (score 0.45). Does not constitute a confirmed fire declaration.,2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00685,685,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,12.0,LOW,Agricultural-context thermal event,0.4,HIGH,LOW,1,1,isolated,5.29,332.85,29.33,,,0.0,insufficient_evidence,29.73349,78.01696,,,False,"High false-alarm concern; Single observation (no temporal recurrence); Agricultural-context event; Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Single observation (no temporal recurrence); Agricultural-context event; Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00686,686,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,12.0,LOW,Agricultural-context thermal event,0.4,HIGH,LOW,1,1,isolated,5.11,330.44,29.3,,,0.0,insufficient_evidence,31.49857,75.84365,,,False,"High false-alarm concern; Single observation (no temporal recurrence); Agricultural-context event; Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Single observation (no temporal recurrence); Agricultural-context event; Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00687,687,HIGH,ACTIVE,HIGH,False,,75.0,HIGH,Industrial-context thermal event,0.45,LOW,HIGH,1,1,isolated,48.72,343.59,39.56,,,0.0,insufficient_evidence,8.58918,77.91875,Airport Fire Station,19.35,True,Risk score 75/100 (HIGH risk); Low false-alarm concern; High evidence reliability; Single observation (no temporal recurrence); Strong thermal power (FRP 48.7 MW); Peak thermal intensity / high spectral contrast; Industrial context detected (score 0.45); Verified fire station nearby: Airport Fire Station (19.4 km),Decision-support thermal anomaly alert. Risk score 75/100 (HIGH risk); Low false-alarm concern; High evidence reliability; Single observation (no temporal recurrence); Strong thermal power (FRP 48.7 MW); Peak thermal intensity / high spectral contrast; Industrial context detected (score 0.45); Verified fire station nearby: Airport Fire Station (19.4 km). Does not constitute a confirmed fire declaration.,2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00688,688,MEDIUM,ACTIVE,HIGH,False,,32.0,MEDIUM,Industrial-context thermal event,0.45,LOW,HIGH,2,1,isolated,9.93,343.67,40.09,,,0.0,insufficient_evidence,8.90688,77.78043,Airport Fire Station,33.35,True,Risk score 32/100 (MEDIUM risk); Low false-alarm concern; High evidence reliability; Peak thermal intensity / high spectral contrast; Industrial context detected (score 0.45); Verified fire station nearby: Airport Fire Station (33.4 km),Decision-support thermal anomaly alert. Risk score 32/100 (MEDIUM risk); Low false-alarm concern; High evidence reliability; Peak thermal intensity / high spectral contrast; Industrial context detected (score 0.45); Verified fire station nearby: Airport Fire Station (33.4 km). Does not constitute a confirmed fire declaration.,2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00689,689,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,13.0,LOW,Unknown / Insufficient Evidence,0.0,HIGH,LOW,1,1,isolated,4.5,335.97,34.01,,,0.0,insufficient_evidence,8.98739,77.78809,Airport Fire Station,38.77,True,"High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Airport Fire Station (38.8 km); Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Airport Fire Station (38.8 km); Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00690,690,MEDIUM,ACTIVE,MODERATE,False,,32.3,MEDIUM,Agricultural-context thermal event,0.55,MEDIUM,MEDIUM,1,1,isolated,13.05,345.29,36.71,,,0.0,insufficient_evidence,9.38032,77.60553,Fire station (unnamed),15.44,True,Risk score 32/100 (MEDIUM risk); Single observation (no temporal recurrence); Elevated thermal power (FRP 13.1 MW); Peak thermal intensity / high spectral contrast; Agricultural-context event; Verified fire station nearby: Fire station (unnamed) (15.4 km),Decision-support thermal anomaly alert. Risk score 32/100 (MEDIUM risk); Single observation (no temporal recurrence); Elevated thermal power (FRP 13.1 MW); Peak thermal intensity / high spectral contrast; Agricultural-context event; Verified fire station nearby: Fire station (unnamed) (15.4 km). Does not constitute a confirmed fire declaration.,2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00691,691,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,13.0,LOW,Unknown / Insufficient Evidence,0.0,HIGH,LOW,1,1,isolated,3.39,331.89,37.93,,,0.0,insufficient_evidence,9.42879,78.78382,,,False,"High false-alarm concern; Single observation (no temporal recurrence); Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Single observation (no temporal recurrence); Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00692,692,LOW,ACTIVE,MODERATE,False,,27.2,LOW,Industrial-context thermal event,0.45,MEDIUM,MEDIUM,1,1,isolated,5.23,344.86,41.27,,,0.0,insufficient_evidence,9.46649,77.59328,Fire station (unnamed),6.99,True,Single observation (no temporal recurrence); Peak thermal intensity / high spectral contrast; Industrial context detected (score 0.45); Verified fire station nearby: Fire station (unnamed) (7.0 km),Decision-support thermal anomaly alert. Single observation (no temporal recurrence); Peak thermal intensity / high spectral contrast; Industrial context detected (score 0.45); Verified fire station nearby: Fire station (unnamed) (7.0 km). Does not constitute a confirmed fire declaration.,2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00693,693,MEDIUM,ACTIVE,HIGH,False,,38.0,MEDIUM,Agricultural-context thermal event,0.55,LOW,HIGH,2,1,isolated,12.36,344.37,38.21,,,0.0,insufficient_evidence,9.49965,77.57387,Fire station (unnamed),6.61,True,Risk score 38/100 (MEDIUM risk); Low false-alarm concern; High evidence reliability; Elevated thermal power (FRP 12.4 MW); Peak thermal intensity / high spectral contrast; Agricultural-context event; Verified fire station nearby: Fire station (unnamed) (6.6 km),Decision-support thermal anomaly alert. Risk score 38/100 (MEDIUM risk); Low false-alarm concern; High evidence reliability; Elevated thermal power (FRP 12.4 MW); Peak thermal intensity / high spectral contrast; Agricultural-context event; Verified fire station nearby: Fire station (unnamed) (6.6 km). Does not constitute a confirmed fire declaration.,2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00694,694,LOW,ACTIVE,MODERATE,False,,27.2,LOW,Agricultural-context thermal event,0.55,MEDIUM,MEDIUM,1,1,isolated,9.7,341.87,35.9,,,0.0,insufficient_evidence,9.64663,77.65572,Fire station (unnamed),14.68,True,Single observation (no temporal recurrence); Peak thermal intensity / high spectral contrast; Agricultural-context event; Verified fire station nearby: Fire station (unnamed) (14.7 km),Decision-support thermal anomaly alert. Single observation (no temporal recurrence); Peak thermal intensity / high spectral contrast; Agricultural-context event; Verified fire station nearby: Fire station (unnamed) (14.7 km). Does not constitute a confirmed fire declaration.,2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00695,695,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,13.0,LOW,Unknown / Insufficient Evidence,0.0,HIGH,LOW,1,1,isolated,3.76,334.24,35.27,,,0.0,insufficient_evidence,10.54428,79.22142,Koothanallur Fire  Station,38.31,True,"High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Koothanallur Fire  Station (38.3 km); Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Koothanallur Fire  Station (38.3 km); Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00696,696,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,16.0,LOW,Agricultural-context thermal event,0.55,HIGH,LOW,1,1,isolated,6.39,334.81,36.25,,,0.0,insufficient_evidence,10.68781,79.70799,Fire station (unnamed),15.11,True,"High false-alarm concern; Single observation (no temporal recurrence); Agricultural-context event; Verified fire station nearby: Fire station (unnamed) (15.1 km); Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Single observation (no temporal recurrence); Agricultural-context event; Verified fire station nearby: Fire station (unnamed) (15.1 km); Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00697,697,LOW,ACTIVE,MODERATE,False,,27.2,LOW,Agricultural-context thermal event,0.75,MEDIUM,MEDIUM,1,1,isolated,5.24,342.07,42.33,,,0.0,insufficient_evidence,10.75858,78.97378,BHEL Fire Station,20.16,True,Single observation (no temporal recurrence); Peak thermal intensity / high spectral contrast; Agricultural-context event; Verified fire station nearby: BHEL Fire Station (20.2 km),Decision-support thermal anomaly alert. Single observation (no temporal recurrence); Peak thermal intensity / high spectral contrast; Agricultural-context event; Verified fire station nearby: BHEL Fire Station (20.2 km). Does not constitute a confirmed fire declaration.,2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00698,698,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,13.0,LOW,Unknown / Insufficient Evidence,0.0,HIGH,LOW,1,1,isolated,2.32,336.99,35.77,,,0.0,insufficient_evidence,10.81688,78.60809,Fire station (unnamed),13.46,True,"High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Fire station (unnamed) (13.5 km); Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Fire station (unnamed) (13.5 km); Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00699,699,LOW,ACTIVE,MODERATE,False,,27.2,LOW,Agricultural-context thermal event,0.55,MEDIUM,MEDIUM,1,1,isolated,8.97,342.04,41.48,,,0.0,insufficient_evidence,10.88172,79.22351,Koothanallur Fire  Station,37.46,True,Single observation (no temporal recurrence); Peak thermal intensity / high spectral contrast; Agricultural-context event; Verified fire station nearby: Koothanallur Fire  Station (37.5 km),Decision-support thermal anomaly alert. Single observation (no temporal recurrence); Peak thermal intensity / high spectral contrast; Agricultural-context event; Verified fire station nearby: Koothanallur Fire  Station (37.5 km). Does not constitute a confirmed fire declaration.,2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00700,700,MEDIUM,ACTIVE,MODERATE,False,,32.3,MEDIUM,Agricultural-context thermal event,0.55,MEDIUM,MEDIUM,1,1,isolated,11.75,341.05,40.64,,,0.0,insufficient_evidence,11.65928,77.2301,Fire station (unnamed),11.01,True,Risk score 32/100 (MEDIUM risk); Single observation (no temporal recurrence); Elevated thermal power (FRP 11.8 MW); Peak thermal intensity / high spectral contrast; Agricultural-context event; Verified fire station nearby: Fire station (unnamed) (11.0 km),Decision-support thermal anomaly alert. Risk score 32/100 (MEDIUM risk); Single observation (no temporal recurrence); Elevated thermal power (FRP 11.8 MW); Peak thermal intensity / high spectral contrast; Agricultural-context event; Verified fire station nearby: Fire station (unnamed) (11.0 km). Does not constitute a confirmed fire declaration.,2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00701,701,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,13.0,LOW,Unknown / Insufficient Evidence,0.0,HIGH,LOW,1,1,isolated,3.23,331.82,42.03,,,0.0,insufficient_evidence,12.08301,77.04526,Fire station (unnamed),46.7,True,"High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Fire station (unnamed) (46.7 km); Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Fire station (unnamed) (46.7 km); Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00702,702,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,13.0,LOW,Unknown / Insufficient Evidence,0.0,HIGH,LOW,1,1,isolated,2.86,330.46,43.45,,,0.0,insufficient_evidence,14.21533,79.22138,,,False,"High false-alarm concern; Single observation (no temporal recurrence); Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Single observation (no temporal recurrence); Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00703,703,LOW,ACTIVE,MODERATE,False,,22.1,LOW,Industrial-context thermal event,0.45,MEDIUM,MEDIUM,1,1,isolated,3.79,340.13,48.66,,,0.0,insufficient_evidence,14.31858,76.57759,,,False,Single observation (no temporal recurrence); Peak thermal intensity / high spectral contrast; Industrial context detected (score 0.45),Decision-support thermal anomaly alert. Single observation (no temporal recurrence); Peak thermal intensity / high spectral contrast; Industrial context detected (score 0.45). Does not constitute a confirmed fire declaration.,2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00704,704,LOW,ACTIVE,MODERATE,False,,27.2,LOW,Agricultural-context thermal event,0.75,MEDIUM,MEDIUM,2,1,isolated,6.73,339.4,38.38,,,0.0,insufficient_evidence,27.37767,70.97839,,,False,Agricultural-context event,Decision-support thermal anomaly alert. Agricultural-context event. Does not constitute a confirmed fire declaration.,2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00705,705,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,6.0,LOW,Unknown / Insufficient Evidence,0.0,HIGH,LOW,1,1,isolated,1.25,301.27,16.94,,,0.0,insufficient_evidence,26.08573,93.95238,Fire Brigade,44.08,True,"High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Fire Brigade (44.1 km); Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Fire Brigade (44.1 km); Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00706,706,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,9.0,LOW,Unknown / Insufficient Evidence,0.0,HIGH,LOW,1,1,isolated,2.72,298.4,22.83,,,0.0,insufficient_evidence,21.80354,82.03912,,,False,"High false-alarm concern; Single observation (no temporal recurrence); Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Single observation (no temporal recurrence); Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00707,707,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,6.0,LOW,Unknown / Insufficient Evidence,0.0,HIGH,LOW,1,1,isolated,0.44,304.2,20.63,,,0.0,insufficient_evidence,24.16228,82.60419,,,False,"High false-alarm concern; Single observation (no temporal recurrence); Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Single observation (no temporal recurrence); Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00708,708,LOW,ACTIVE,MODERATE,False,,17.8,LOW,Industrial-context thermal event,0.65,MEDIUM,MEDIUM,2,2,short_lived_repeated,1.18,312.79,21.66,,,0.361,stationary,28.65147,77.58823,Fire station (unnamed),21.4,True,Recurring thermal activity (2 active days); Industrial context detected (score 0.65); Verified fire station nearby: Fire station (unnamed) (21.4 km),Decision-support thermal anomaly alert. Recurring thermal activity (2 active days); Industrial context detected (score 0.65); Verified fire station nearby: Fire station (unnamed) (21.4 km). Does not constitute a confirmed fire declaration.,2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00709,709,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,6.0,LOW,Unknown / Insufficient Evidence,0.0,HIGH,LOW,1,1,isolated,0.51,304.49,19.86,,,0.0,insufficient_evidence,10.6178,77.42089,Kangeyam Fire Station,46.03,True,"High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Kangeyam Fire Station (46.0 km); Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Kangeyam Fire Station (46.0 km); Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00710,710,LOW,ACTIVE,MODERATE,False,,10.2,LOW,Unknown / Insufficient Evidence,0.0,MEDIUM,MEDIUM,2,1,isolated,1.39,318.72,34.31,,,0.0,insufficient_evidence,10.92238,78.51364,Fire station (unnamed),28.52,True,Verified fire station nearby: Fire station (unnamed) (28.5 km),Decision-support thermal anomaly alert. Verified fire station nearby: Fire station (unnamed) (28.5 km). Does not constitute a confirmed fire declaration.,2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00711,711,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,6.0,LOW,Unknown / Insufficient Evidence,0.0,HIGH,LOW,1,1,isolated,0.97,306.78,25.12,,,0.0,insufficient_evidence,10.92998,77.0639,Fire station (unnamed),11.81,True,"High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Fire station (unnamed) (11.8 km); Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Fire station (unnamed) (11.8 km); Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00712,712,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,6.0,LOW,Unknown / Insufficient Evidence,0.0,HIGH,LOW,1,1,isolated,0.49,302.25,20.25,,,0.0,insufficient_evidence,11.15497,77.94162,Erode District Fire Station,30.61,True,"High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Erode District Fire Station (30.6 km); Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Erode District Fire Station (30.6 km); Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00713,713,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,10.0,LOW,Unknown / Insufficient Evidence,0.0,HIGH,LOW,1,1,isolated,1.88,317.57,37.23,,,0.0,insufficient_evidence,11.76602,77.00774,Fire station (unnamed),16.96,True,"High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Fire station (unnamed) (17.0 km); Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Fire station (unnamed) (17.0 km); Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00714,714,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,6.0,LOW,Unknown / Insufficient Evidence,0.0,HIGH,LOW,1,1,isolated,0.82,307.04,17.5,,,0.0,insufficient_evidence,21.21967,81.39117,Airport Fire Station,36.23,True,"High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Airport Fire Station (36.2 km); Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Airport Fire Station (36.2 km); Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00715,715,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,6.0,LOW,Unknown / Insufficient Evidence,0.0,HIGH,LOW,1,1,isolated,1.06,305.21,20.56,,,0.0,insufficient_evidence,21.24339,79.22346,Mahadula Fire Station,14.7,True,"High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Mahadula Fire Station (14.7 km); Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Mahadula Fire Station (14.7 km); Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00716,716,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,6.0,LOW,Unknown / Insufficient Evidence,0.0,HIGH,LOW,1,1,isolated,1.85,307.98,18.77,,,0.0,insufficient_evidence,21.2455,81.77003,Airport Fire Station,7.61,True,"High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Airport Fire Station (7.6 km); Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Single observation (no temporal recurrence); Verified fire station nearby: Airport Fire Station (7.6 km); Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
TAL-00717,717,LOW,ACTIVE,LOW,True,High false-alarm concern with weak evidence confidence: thermal anomaly retained for monitoring but suppressed as an operator alert.,6.0,LOW,Unknown / Insufficient Evidence,0.0,HIGH,LOW,4,1,isolated,1.23,305.11,20.91,,,0.0,insufficient_evidence,21.24798,79.20758,Mahadula Fire Station,13.04,True,"High false-alarm concern; Verified fire station nearby: Mahadula Fire Station (13.0 km); Suppressed for monitoring (high false-alarm concern, weak evidence)","Decision-support thermal anomaly alert. High false-alarm concern; Verified fire station nearby: Mahadula Fire Station (13.0 km); Suppressed for monitoring (high false-alarm concern, weak evidence). Does not constitute a confirmed fire declaration.",2026-09-03T17:19:59+00:00,2026-09-03T17:19:59+00:00,True
