cluster_id,observation_count,active_days,first_detection,last_detection,duration_days,mean_bright_ti4,max_bright_ti4,mean_bright_ti5,max_bright_ti5,mean_frp,max_frp,mean_confidence,persistence_score,persistence_category,bt_diff_mean,bt_diff_max,frp_mean_to_max_ratio,frp_per_observation,detection_density,active_day_ratio,is_multi_day,is_persistent_candidate,persistence_category_code,anomaly_score,anomaly_flag,abnormality_level,anomaly_characterization,explanation,contributing_factors
1178,11,3,2026-08-20,2026-08-22,3,320.012,332.83,285.752,290.76,2.97,8.73,2.0,0.1,short_lived_repeated,34.26,42.07,0.3402,0.27,3.6667,1.0,1,0,1,0.0006,1,HIGH,STATISTICAL_ANOMALY,High abnormality primarily associated with unusual multi-variate statistical signature.,multivariate_combination
1179,6,4,2026-08-20,2026-08-24,5,304.007,315.01,283.808,289.07,1.06,1.53,2.0,0.1333,short_lived_repeated,20.199,25.94,0.6928,0.1767,1.2,0.8,1,0,1,-0.0352,0,ELEVATED,PERSISTENT_THERMAL_ACTIVITY,Elevated abnormality primarily associated with persistent multi-day activity.,active_days
1180,6,3,2026-08-20,2026-08-24,5,305.462,307.31,285.208,288.81,1.138,1.88,2.0,0.1,short_lived_repeated,20.254,18.5,0.6053,0.1897,1.2,0.6,1,0,1,-0.0462,0,ELEVATED,RECURRING_THERMAL_ACTIVITY,Elevated abnormality primarily associated with recurring thermal activity over an extended duration.,duration_days
1181,2,1,2026-08-20,2026-08-20,1,304.16,305.14,286.51,286.53,1.07,1.4,2.0,0.0333,isolated,17.65,18.61,0.7643,0.535,2.0,1.0,0,0,0,-0.1349,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1182,3,2,2026-08-20,2026-08-22,3,310.903,322.14,283.88,291.01,1.537,2.69,2.0,0.0667,short_lived_repeated,27.023,31.13,0.5714,0.5123,1.0,0.6667,1,0,1,-0.0915,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1183,2,1,2026-08-20,2026-08-20,1,303.9,305.57,287.745,289.87,0.64,0.87,2.0,0.0333,isolated,16.155,15.7,0.7356,0.32,2.0,1.0,0,0,0,-0.1163,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1184,3,2,2026-08-20,2026-08-22,3,302.263,311.53,278.617,287.23,0.963,1.73,2.0,0.0667,short_lived_repeated,23.646,24.3,0.5566,0.321,1.0,0.6667,1,0,1,-0.0818,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1185,7,3,2026-08-20,2026-08-23,4,308.437,315.62,282.254,288.75,1.699,3.36,2.0,0.1,short_lived_repeated,26.183,26.87,0.5057,0.2427,1.75,0.75,1,0,1,-0.05,0,ELEVATED,STATISTICAL_ANOMALY,Elevated abnormality primarily associated with unusual multi-variate statistical signature.,multivariate_combination
1186,1,1,2026-08-20,2026-08-20,1,314.35,314.35,290.32,290.32,2.32,2.32,2.0,0.0333,isolated,24.03,24.03,1.0,2.32,1.0,1.0,0,0,0,-0.1977,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1187,2,1,2026-08-20,2026-08-20,1,306.75,307.28,285.185,285.65,2.9,2.91,2.0,0.0333,isolated,21.565,21.63,0.9966,1.45,2.0,1.0,0,0,0,-0.1535,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1188,1,1,2026-08-20,2026-08-20,1,300.29,300.29,283.07,283.07,0.27,0.27,2.0,0.0333,isolated,17.22,17.22,1.0,0.27,1.0,1.0,0,0,0,-0.1526,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1189,1,1,2026-08-20,2026-08-20,1,296.81,296.81,280.96,280.96,1.43,1.43,2.0,0.0333,isolated,15.85,15.85,1.0,1.43,1.0,1.0,0,0,0,-0.1578,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1190,4,1,2026-08-20,2026-08-20,1,308.085,314.69,281.76,282.0,6.195,8.66,2.0,0.0333,isolated,26.325,32.69,0.7154,1.5488,4.0,1.0,0,0,0,-0.0806,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1191,1,1,2026-08-20,2026-08-20,1,303.84,303.84,280.28,280.28,1.13,1.13,2.0,0.0333,isolated,23.56,23.56,1.0,1.13,1.0,1.0,0,0,0,-0.1924,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1192,1,1,2026-08-20,2026-08-20,1,307.03,307.03,287.76,287.76,0.92,0.92,2.0,0.0333,isolated,19.27,19.27,1.0,0.92,1.0,1.0,0,0,0,-0.1894,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1193,2,1,2026-08-20,2026-08-20,1,302.53,303.17,285.835,286.02,1.945,2.32,2.0,0.0333,isolated,16.695,17.15,0.8384,0.9725,2.0,1.0,0,0,0,-0.1351,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1194,2,1,2026-08-20,2026-08-20,1,306.17,310.37,288.785,289.47,2.945,3.42,2.0,0.0333,isolated,17.385,20.9,0.8611,1.4725,2.0,1.0,0,0,0,-0.146,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1195,23,3,2026-08-20,2026-08-23,4,332.595,367.0,291.677,297.42,14.728,52.02,2.087,0.1,short_lived_repeated,40.918,69.58,0.2831,0.6403,5.75,0.75,1,0,1,0.1861,1,HIGH,MULTI_FACTOR_ANOMALY,High abnormality primarily associated with elevated thermal intensity and elevated thermal energy (FRP).,"max_bright_ti4,bt_diff_max,max_frp,mean_frp"
1196,1,1,2026-08-20,2026-08-20,1,302.75,302.75,281.21,281.21,1.48,1.48,2.0,0.0333,isolated,21.54,21.54,1.0,1.48,1.0,1.0,0,0,0,-0.1867,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1197,1,1,2026-08-20,2026-08-20,1,303.53,303.53,287.62,287.62,0.63,0.63,2.0,0.0333,isolated,15.91,15.91,1.0,0.63,1.0,1.0,0,0,0,-0.1741,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1198,18,5,2026-08-20,2026-08-28,9,323.983,346.9,287.077,293.22,4.581,11.6,2.0,0.1667,persistent,36.906,53.68,0.3949,0.2545,2.0,0.5556,1,1,2,0.0955,1,HIGH,MULTI_FACTOR_ANOMALY,High abnormality primarily associated with elevated thermal intensity and persistent multi-day activity.,"max_bright_ti4,bt_diff_max,active_days"
1199,2,1,2026-08-20,2026-08-20,1,302.865,304.85,290.5,290.56,1.705,1.82,2.0,0.0333,isolated,12.365,14.29,0.9368,0.8525,2.0,1.0,0,0,0,-0.136,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1200,1,1,2026-08-20,2026-08-20,1,305.66,305.66,291.11,291.11,1.61,1.61,2.0,0.0333,isolated,14.55,14.55,1.0,1.61,1.0,1.0,0,0,0,-0.1835,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1201,2,1,2026-08-20,2026-08-20,1,305.545,305.92,289.505,290.04,1.31,1.43,2.0,0.0333,isolated,16.04,15.88,0.9161,0.655,2.0,1.0,0,0,0,-0.1452,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1202,1,1,2026-08-20,2026-08-20,1,304.7,304.7,291.23,291.23,1.31,1.31,2.0,0.0333,isolated,13.47,13.47,1.0,1.31,1.0,1.0,0,0,0,-0.1794,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1203,1,1,2026-08-20,2026-08-20,1,306.73,306.73,288.21,288.21,0.97,0.97,2.0,0.0333,isolated,18.52,18.52,1.0,0.97,1.0,1.0,0,0,0,-0.1924,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1204,2,2,2026-08-20,2026-08-22,3,307.155,308.83,286.885,287.74,1.74,1.78,2.0,0.0667,short_lived_repeated,20.27,21.09,0.9775,0.87,0.6667,0.6667,1,0,1,-0.0995,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1205,3,1,2026-08-20,2026-08-20,1,308.653,312.31,289.903,290.15,1.547,1.63,2.0,0.0333,isolated,18.75,22.16,0.9491,0.5157,3.0,1.0,0,0,0,-0.118,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1206,1,1,2026-08-20,2026-08-20,1,313.22,313.22,289.64,289.64,1.34,1.34,2.0,0.0333,isolated,23.58,23.58,1.0,1.34,1.0,1.0,0,0,0,-0.1922,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1207,4,3,2026-08-20,2026-08-23,4,302.097,305.74,284.63,286.48,1.525,2.72,2.0,0.1,short_lived_repeated,17.467,19.26,0.5607,0.3812,1.0,0.75,1,0,1,-0.0589,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1208,1,1,2026-08-20,2026-08-20,1,305.72,305.72,290.82,290.82,1.52,1.52,2.0,0.0333,isolated,14.9,14.9,1.0,1.52,1.0,1.0,0,0,0,-0.186,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1209,1,1,2026-08-20,2026-08-20,1,309.68,309.68,287.72,287.72,2.82,2.82,2.0,0.0333,isolated,21.96,21.96,1.0,2.82,1.0,1.0,0,0,0,-0.1914,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1210,2,1,2026-08-20,2026-08-20,1,306.195,307.33,291.1,291.26,1.385,1.44,2.0,0.0333,isolated,15.095,16.07,0.9618,0.6925,2.0,1.0,0,0,0,-0.1457,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1211,2,2,2026-08-20,2026-08-22,3,304.62,305.36,285.535,288.22,0.84,0.94,2.0,0.0667,short_lived_repeated,19.085,17.14,0.8936,0.42,0.6667,0.6667,1,0,1,-0.0797,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1212,2,2,2026-08-20,2026-08-22,3,308.57,310.68,286.055,288.69,1.945,1.97,2.0,0.0667,short_lived_repeated,22.515,21.99,0.9873,0.9725,0.6667,0.6667,1,0,1,-0.0986,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1213,10,4,2026-08-20,2026-08-24,5,310.286,331.17,287.898,298.73,2.56,9.23,1.9,0.1333,short_lived_repeated,22.388,32.44,0.2774,0.256,2.0,0.8,1,0,1,0.0263,1,HIGH,PERSISTENT_THERMAL_ACTIVITY,High abnormality primarily associated with persistent multi-day activity.,active_days
1214,3,3,2026-08-20,2026-08-22,3,318.95,331.56,288.557,297.75,3.023,5.91,1.667,0.1,short_lived_repeated,30.393,33.81,0.5115,1.0077,1.0,1.0,1,0,1,-0.034,0,ELEVATED,STATISTICAL_ANOMALY,Elevated abnormality primarily associated with unusual multi-variate statistical signature.,multivariate_combination
1215,1,1,2026-08-20,2026-08-20,1,303.92,303.92,287.55,287.55,0.98,0.98,2.0,0.0333,isolated,16.37,16.37,1.0,0.98,1.0,1.0,0,0,0,-0.1896,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1216,5,1,2026-08-20,2026-08-20,1,304.018,305.53,285.22,286.16,0.95,1.07,2.0,0.0333,isolated,18.798,19.37,0.8879,0.19,5.0,1.0,0,0,0,-0.0475,0,ELEVATED,STATISTICAL_ANOMALY,Elevated abnormality primarily associated with unusual multi-variate statistical signature.,multivariate_combination
1217,4,3,2026-08-20,2026-08-22,3,304.612,309.22,285.438,291.91,0.995,1.66,2.0,0.1,short_lived_repeated,19.174,17.31,0.5994,0.2488,1.3333,1.0,1,0,1,-0.0724,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1218,6,2,2026-08-20,2026-08-21,2,303.3,306.65,287.82,291.4,1.16,2.0,2.0,0.0667,short_lived_repeated,15.48,15.25,0.58,0.1933,3.0,1.0,1,0,1,-0.0439,0,ELEVATED,STATISTICAL_ANOMALY,Elevated abnormality primarily associated with unusual multi-variate statistical signature.,multivariate_combination
1219,9,2,2026-08-20,2026-08-21,2,305.757,319.07,286.333,290.18,1.217,1.93,2.0,0.0667,short_lived_repeated,19.424,28.89,0.6306,0.1352,4.5,1.0,1,0,1,-0.0212,0,ELEVATED,STATISTICAL_ANOMALY,Elevated abnormality primarily associated with unusual multi-variate statistical signature.,multivariate_combination
1220,1,1,2026-08-20,2026-08-20,1,312.12,312.12,291.7,291.7,2.97,2.97,2.0,0.0333,isolated,20.42,20.42,1.0,2.97,1.0,1.0,0,0,0,-0.1834,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1221,1,1,2026-08-20,2026-08-20,1,305.94,305.94,276.75,276.75,0.86,0.86,2.0,0.0333,isolated,29.19,29.19,1.0,0.86,1.0,1.0,0,0,0,-0.1944,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1222,1,1,2026-08-20,2026-08-20,1,296.42,296.42,276.78,276.78,0.65,0.65,2.0,0.0333,isolated,19.64,19.64,1.0,0.65,1.0,1.0,0,0,0,-0.1542,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1223,1,1,2026-08-20,2026-08-20,1,307.8,307.8,277.73,277.73,1.4,1.4,2.0,0.0333,isolated,30.07,30.07,1.0,1.4,1.0,1.0,0,0,0,-0.1956,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1224,1,1,2026-08-20,2026-08-20,1,311.27,311.27,282.46,282.46,1.91,1.91,2.0,0.0333,isolated,28.81,28.81,1.0,1.91,1.0,1.0,0,0,0,-0.1977,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1225,1,1,2026-08-20,2026-08-20,1,301.72,301.72,288.99,288.99,0.65,0.65,2.0,0.0333,isolated,12.73,12.73,1.0,0.65,1.0,1.0,0,0,0,-0.1641,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1226,13,7,2026-08-20,2026-08-29,10,308.625,337.43,291.178,303.78,1.495,4.28,2.0,0.2333,persistent,17.447,33.65,0.3493,0.115,1.3,0.7,1,1,2,0.0782,1,HIGH,PERSISTENT_THERMAL_ACTIVITY,High abnormality primarily associated with persistent multi-day activity.,active_days
1227,1,1,2026-08-20,2026-08-20,1,305.3,305.3,293.19,293.19,1.38,1.38,2.0,0.0333,isolated,12.11,12.11,1.0,1.38,1.0,1.0,0,0,0,-0.1711,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1228,5,1,2026-08-20,2026-08-20,1,320.02,329.68,289.012,292.35,3.61,4.68,2.0,0.0333,isolated,31.008,37.33,0.7714,0.722,5.0,1.0,0,0,0,-0.0747,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1229,1,1,2026-08-20,2026-08-20,1,306.98,306.98,291.71,291.71,3.38,3.38,2.0,0.0333,isolated,15.27,15.27,1.0,3.38,1.0,1.0,0,0,0,-0.1768,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1230,2,1,2026-08-20,2026-08-20,1,303.455,303.93,287.835,288.05,0.61,0.61,2.0,0.0333,isolated,15.62,15.88,1.0,0.305,2.0,1.0,0,0,0,-0.137,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1231,1,1,2026-08-20,2026-08-20,1,297.2,297.2,272.73,272.73,1.03,1.03,2.0,0.0333,isolated,24.47,24.47,1.0,1.03,1.0,1.0,0,0,0,-0.1679,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1232,1,1,2026-08-20,2026-08-20,1,299.97,299.97,285.67,285.67,0.44,0.44,2.0,0.0333,isolated,14.3,14.3,1.0,0.44,1.0,1.0,0,0,0,-0.1523,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1233,2,1,2026-08-20,2026-08-20,1,305.52,305.74,287.235,287.29,1.19,1.19,2.0,0.0333,isolated,18.285,18.45,1.0,0.595,2.0,1.0,0,0,0,-0.1595,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1234,4,2,2026-08-20,2026-08-21,2,304.84,308.41,289.308,290.44,0.69,0.9,2.0,0.0667,short_lived_repeated,15.532,17.97,0.7667,0.1725,2.0,1.0,1,0,1,-0.0904,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1235,1,1,2026-08-20,2026-08-20,1,311.46,311.46,287.59,287.59,0.7,0.7,2.0,0.0333,isolated,23.87,23.87,1.0,0.7,1.0,1.0,0,0,0,-0.1808,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1236,4,1,2026-08-21,2026-08-21,1,338.597,345.08,300.355,304.15,3.928,5.13,2.0,0.0333,isolated,38.242,40.93,0.7657,0.982,4.0,1.0,0,0,0,-0.1239,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1237,2,1,2026-08-21,2026-08-21,1,339.615,348.21,297.23,310.48,5.675,8.67,2.0,0.0333,isolated,42.385,37.73,0.6546,2.8375,2.0,1.0,0,0,0,-0.1393,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
1238,2,1,2026-08-21,2026-08-21,1,335.445,340.62,302.9,308.69,5.045,5.53,2.0,0.0333,isolated,32.545,31.93,0.9123,2.5225,2.0,1.0,0,0,0,-0.1729,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
