cluster_id,observation_count,active_days,first_detection,last_detection,duration_days,mean_bright_ti4,max_bright_ti4,mean_bright_ti5,max_bright_ti5,mean_frp,max_frp,mean_confidence,persistence_score,persistence_category,bt_diff_mean,bt_diff_max,frp_mean_to_max_ratio,frp_per_observation,detection_density,active_day_ratio,is_multi_day,is_persistent_candidate,persistence_category_code,anomaly_score,anomaly_flag,abnormality_level,anomaly_characterization,explanation,contributing_factors
387,1,1,2026-08-09,2026-08-09,1,331.55,331.55,299.84,299.84,3.99,3.99,2.0,0.0333,isolated,31.71,31.71,1.0,3.99,1.0,1.0,0,0,0,-0.2172,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
388,1,1,2026-08-09,2026-08-09,1,334.42,334.42,296.49,296.49,4.52,4.52,2.0,0.0333,isolated,37.93,37.93,1.0,4.52,1.0,1.0,0,0,0,-0.2169,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
389,1,1,2026-08-09,2026-08-09,1,331.9,331.9,298.11,298.11,2.62,2.62,2.0,0.0333,isolated,33.79,33.79,1.0,2.62,1.0,1.0,0,0,0,-0.217,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
390,1,1,2026-08-09,2026-08-09,1,341.83,341.83,301.13,301.13,8.74,8.74,2.0,0.0333,isolated,40.7,40.7,1.0,8.74,1.0,1.0,0,0,0,-0.1851,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
391,1,1,2026-08-09,2026-08-09,1,341.2,341.2,303.8,303.8,5.44,5.44,2.0,0.0333,isolated,37.4,37.4,1.0,5.44,1.0,1.0,0,0,0,-0.2058,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
392,1,1,2026-08-09,2026-08-09,1,334.31,334.31,299.18,299.18,4.75,4.75,2.0,0.0333,isolated,35.13,35.13,1.0,4.75,1.0,1.0,0,0,0,-0.2155,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
393,3,1,2026-08-09,2026-08-09,1,342.307,348.62,300.62,300.72,8.227,12.76,2.0,0.0333,isolated,41.687,47.9,0.6447,2.7423,3.0,1.0,0,0,0,-0.0805,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
394,1,1,2026-08-09,2026-08-09,1,335.63,335.63,298.8,298.8,2.54,2.54,2.0,0.0333,isolated,36.83,36.83,1.0,2.54,1.0,1.0,0,0,0,-0.2191,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
395,1,1,2026-08-09,2026-08-09,1,336.89,336.89,298.4,298.4,6.5,6.5,2.0,0.0333,isolated,38.49,38.49,1.0,6.5,1.0,1.0,0,0,0,-0.1973,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
396,1,1,2026-08-09,2026-08-09,1,332.08,332.08,296.85,296.85,27.03,27.03,2.0,0.0333,isolated,35.23,35.23,1.0,27.03,1.0,1.0,0,0,0,-0.0562,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
397,1,1,2026-08-09,2026-08-09,1,333.21,333.21,295.24,295.24,6.97,6.97,2.0,0.0333,isolated,37.97,37.97,1.0,6.97,1.0,1.0,0,0,0,-0.1931,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
398,18,3,2026-08-09,2026-08-11,3,309.599,330.24,281.883,296.14,2.886,4.86,2.0,0.1,short_lived_repeated,27.716,34.1,0.5938,0.1603,6.0,1.0,1,0,1,0.0079,1,HIGH,STATISTICAL_ANOMALY,High abnormality primarily associated with unusual multi-variate statistical signature.,multivariate_combination
399,3,1,2026-08-09,2026-08-09,1,340.24,345.75,301.507,301.87,9.15,9.47,2.0,0.0333,isolated,38.733,43.88,0.9662,3.05,3.0,1.0,0,0,0,-0.1085,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
400,1,1,2026-08-09,2026-08-09,1,335.36,335.36,297.79,297.79,10.47,10.47,2.0,0.0333,isolated,37.57,37.57,1.0,10.47,1.0,1.0,0,0,0,-0.159,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
401,2,1,2026-08-09,2026-08-09,1,336.025,337.59,295.395,295.53,4.795,4.92,2.0,0.0333,isolated,40.63,42.06,0.9746,2.3975,2.0,1.0,0,0,0,-0.1762,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
402,1,1,2026-08-09,2026-08-09,1,339.25,339.25,295.44,295.44,10.73,10.73,2.0,0.0333,isolated,43.81,43.81,1.0,10.73,1.0,1.0,0,0,0,-0.1521,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
403,1,1,2026-08-09,2026-08-09,1,334.41,334.41,295.75,295.75,2.92,2.92,2.0,0.0333,isolated,38.66,38.66,1.0,2.92,1.0,1.0,0,0,0,-0.2175,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
404,1,1,2026-08-09,2026-08-09,1,352.49,352.49,297.72,297.72,11.14,11.14,2.0,0.0333,isolated,54.77,54.77,1.0,11.14,1.0,1.0,0,0,0,-0.0967,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
405,1,1,2026-08-09,2026-08-09,1,367.0,367.0,293.1,293.1,12.27,12.27,3.0,0.0333,isolated,73.9,73.9,1.0,12.27,1.0,1.0,0,0,0,0.0694,1,HIGH,MULTI_FACTOR_ANOMALY,High abnormality primarily associated with elevated thermal intensity and elevated thermal energy (FRP).,"max_bright_ti4,bt_diff_max,mean_frp"
406,1,1,2026-08-09,2026-08-09,1,334.11,334.11,288.71,288.71,3.42,3.42,2.0,0.0333,isolated,45.4,45.4,1.0,3.42,1.0,1.0,0,0,0,-0.2093,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
407,1,1,2026-08-09,2026-08-09,1,340.74,340.74,302.98,302.98,3.21,3.21,2.0,0.0333,isolated,37.76,37.76,1.0,3.21,1.0,1.0,0,0,0,-0.2119,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
408,1,1,2026-08-09,2026-08-09,1,330.42,330.42,294.12,294.12,8.5,8.5,2.0,0.0333,isolated,36.3,36.3,1.0,8.5,1.0,1.0,0,0,0,-0.1847,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
409,1,1,2026-08-09,2026-08-09,1,308.47,308.47,289.67,289.67,0.86,0.86,2.0,0.0333,isolated,18.8,18.8,1.0,0.86,1.0,1.0,0,0,0,-0.1863,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
410,2,2,2026-08-09,2026-08-11,3,304.69,305.31,283.84,286.46,0.84,1.09,2.0,0.0667,short_lived_repeated,20.85,18.85,0.7706,0.42,0.6667,0.6667,1,0,1,-0.0793,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
411,6,2,2026-08-09,2026-08-10,2,306.917,316.62,286.035,290.39,1.895,3.49,2.0,0.0667,short_lived_repeated,20.882,26.23,0.543,0.3158,3.0,1.0,1,0,1,-0.0542,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
412,5,3,2026-08-09,2026-08-14,6,306.268,313.17,282.712,289.1,2.072,4.78,2.0,0.1,short_lived_repeated,23.556,24.07,0.4335,0.4144,0.8333,0.5,1,0,1,-0.0203,0,ELEVATED,RECURRING_THERMAL_ACTIVITY,Elevated abnormality primarily associated with recurring thermal activity over an extended duration.,duration_days
413,1,1,2026-08-09,2026-08-09,1,304.87,304.87,288.51,288.51,2.59,2.59,2.0,0.0333,isolated,16.36,16.36,1.0,2.59,1.0,1.0,0,0,0,-0.179,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
414,19,3,2026-08-09,2026-08-11,3,319.218,343.27,287.467,298.58,3.802,10.29,2.0,0.1,short_lived_repeated,31.751,44.69,0.3695,0.2001,6.3333,1.0,1,0,1,0.0417,1,HIGH,HIGH_THERMAL_INTENSITY,High abnormality primarily associated with elevated thermal intensity.,max_bright_ti4
415,1,1,2026-08-09,2026-08-09,1,306.66,306.66,288.53,288.53,2.28,2.28,2.0,0.0333,isolated,18.13,18.13,1.0,2.28,1.0,1.0,0,0,0,-0.19,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
416,5,2,2026-08-09,2026-08-10,2,312.24,319.98,287.598,289.44,3.186,3.82,2.0,0.0667,short_lived_repeated,24.642,30.54,0.834,0.6372,2.5,1.0,1,0,1,-0.0897,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
417,12,3,2026-08-09,2026-08-11,3,308.32,315.51,289.404,292.91,1.82,2.85,2.0,0.1,short_lived_repeated,18.916,22.6,0.6386,0.1517,4.0,1.0,1,0,1,-0.0192,0,ELEVATED,STATISTICAL_ANOMALY,Elevated abnormality primarily associated with unusual multi-variate statistical signature.,multivariate_combination
418,2,2,2026-08-09,2026-08-12,4,306.48,307.88,288.26,288.87,1.575,1.82,2.0,0.0667,short_lived_repeated,18.22,19.01,0.8654,0.7875,0.5,0.5,1,0,1,-0.071,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
419,1,1,2026-08-09,2026-08-09,1,311.01,311.01,286.98,286.98,2.87,2.87,2.0,0.0333,isolated,24.03,24.03,1.0,2.87,1.0,1.0,0,0,0,-0.1913,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
420,15,2,2026-08-09,2026-08-12,4,325.008,345.65,291.245,296.36,5.46,13.15,2.0,0.0667,short_lived_repeated,33.763,49.29,0.4152,0.364,3.75,0.5,1,0,1,0.0212,1,HIGH,SHORT_LIVED_EXTREME_EVENT,High abnormality primarily associated with elevated thermal intensity.,"max_bright_ti4,bt_diff_max"
421,1,1,2026-08-09,2026-08-09,1,301.17,301.17,286.11,286.11,0.89,0.89,2.0,0.0333,isolated,15.06,15.06,1.0,0.89,1.0,1.0,0,0,0,-0.1759,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
422,2,1,2026-08-09,2026-08-09,1,314.235,314.99,288.76,290.84,2.855,3.81,2.0,0.0333,isolated,25.475,24.15,0.7493,1.4275,2.0,1.0,0,0,0,-0.1303,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
423,2,1,2026-08-09,2026-08-09,1,304.65,306.56,288.065,289.78,1.295,1.82,2.0,0.0333,isolated,16.585,16.78,0.7115,0.6475,2.0,1.0,0,0,0,-0.1316,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
424,1,1,2026-08-09,2026-08-09,1,300.31,300.31,286.72,286.72,1.54,1.54,2.0,0.0333,isolated,13.59,13.59,1.0,1.54,1.0,1.0,0,0,0,-0.1593,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
425,1,1,2026-08-09,2026-08-09,1,304.86,304.86,284.45,284.45,2.41,2.41,2.0,0.0333,isolated,20.41,20.41,1.0,2.41,1.0,1.0,0,0,0,-0.1862,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
426,1,1,2026-08-09,2026-08-09,1,304.18,304.18,291.52,291.52,0.79,0.79,2.0,0.0333,isolated,12.66,12.66,1.0,0.79,1.0,1.0,0,0,0,-0.1679,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
427,1,1,2026-08-09,2026-08-09,1,302.8,302.8,290.48,290.48,0.73,0.73,2.0,0.0333,isolated,12.32,12.32,1.0,0.73,1.0,1.0,0,0,0,-0.1665,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
428,1,1,2026-08-09,2026-08-09,1,303.45,303.45,290.01,290.01,0.75,0.75,2.0,0.0333,isolated,13.44,13.44,1.0,0.75,1.0,1.0,0,0,0,-0.1726,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
429,1,1,2026-08-09,2026-08-09,1,303.98,303.98,287.03,287.03,0.86,0.86,2.0,0.0333,isolated,16.95,16.95,1.0,0.86,1.0,1.0,0,0,0,-0.1868,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
430,1,1,2026-08-09,2026-08-09,1,300.41,300.41,286.96,286.96,0.6,0.6,2.0,0.0333,isolated,13.45,13.45,1.0,0.6,1.0,1.0,0,0,0,-0.1538,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
431,1,1,2026-08-09,2026-08-09,1,301.97,301.97,281.51,281.51,0.96,0.96,2.0,0.0333,isolated,20.46,20.46,1.0,0.96,1.0,1.0,0,0,0,-0.1837,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
432,1,1,2026-08-09,2026-08-09,1,300.11,300.11,276.77,276.77,0.75,0.75,2.0,0.0333,isolated,23.34,23.34,1.0,0.75,1.0,1.0,0,0,0,-0.1704,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
433,9,3,2026-08-09,2026-08-12,4,311.352,329.97,289.027,290.45,2.604,6.91,2.0,0.1,short_lived_repeated,22.325,39.52,0.3768,0.2893,2.25,0.75,1,0,1,-0.0192,0,ELEVATED,STATISTICAL_ANOMALY,Elevated abnormality primarily associated with unusual multi-variate statistical signature.,multivariate_combination
434,2,2,2026-08-09,2026-08-12,4,307.735,312.38,284.16,289.8,1.62,1.78,2.0,0.0667,short_lived_repeated,23.575,22.58,0.9101,0.81,0.5,0.5,1,0,1,-0.078,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
435,3,2,2026-08-09,2026-08-12,4,307.057,311.2,286.817,290.29,1.583,2.03,2.0,0.0667,short_lived_repeated,20.24,20.91,0.7798,0.5277,0.75,0.5,1,0,1,-0.0926,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
436,1,1,2026-08-09,2026-08-09,1,308.73,308.73,289.56,289.56,1.26,1.26,2.0,0.0333,isolated,19.17,19.17,1.0,1.26,1.0,1.0,0,0,0,-0.1904,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
437,2,2,2026-08-09,2026-08-11,3,304.13,306.13,282.12,286.28,2.225,3.89,2.0,0.0667,short_lived_repeated,22.01,19.85,0.572,1.1125,0.6667,0.6667,1,0,1,-0.0601,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
438,1,1,2026-08-09,2026-08-09,1,306.94,306.94,287.29,287.29,1.52,1.52,2.0,0.0333,isolated,19.65,19.65,1.0,1.52,1.0,1.0,0,0,0,-0.1925,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
439,2,1,2026-08-09,2026-08-09,1,305.76,306.74,286.745,287.95,1.695,1.85,2.0,0.0333,isolated,19.015,18.79,0.9162,0.8475,2.0,1.0,0,0,0,-0.1532,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
440,4,3,2026-08-09,2026-08-14,6,303.102,308.46,281.895,289.38,2.482,3.58,2.0,0.1,short_lived_repeated,21.207,19.08,0.6933,0.6205,0.6667,0.5,1,0,1,-0.0351,0,ELEVATED,RECURRING_THERMAL_ACTIVITY,Elevated abnormality primarily associated with recurring thermal activity over an extended duration.,duration_days
441,1,1,2026-08-09,2026-08-09,1,312.33,312.33,290.67,290.67,1.34,1.34,2.0,0.0333,isolated,21.66,21.66,1.0,1.34,1.0,1.0,0,0,0,-0.1924,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
442,4,2,2026-08-09,2026-08-12,4,313.588,331.58,289.828,290.3,2.752,3.26,2.0,0.0667,short_lived_repeated,23.76,41.28,0.8442,0.688,1.0,0.5,1,0,1,-0.0951,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
443,1,1,2026-08-09,2026-08-09,1,307.73,307.73,290.31,290.31,1.54,1.54,2.0,0.0333,isolated,17.42,17.42,1.0,1.54,1.0,1.0,0,0,0,-0.1936,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
444,1,1,2026-08-09,2026-08-09,1,317.49,317.49,290.69,290.69,3.92,3.92,2.0,0.0333,isolated,26.8,26.8,1.0,3.92,1.0,1.0,0,0,0,-0.1908,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
445,5,2,2026-08-09,2026-08-12,4,318.902,346.59,280.026,298.87,2.91,6.75,2.0,0.0667,short_lived_repeated,38.876,47.72,0.4311,0.582,1.25,0.5,1,0,1,-0.0337,0,ELEVATED,SHORT_LIVED_EXTREME_EVENT,Elevated abnormality primarily associated with elevated thermal intensity.,"max_bright_ti4,bt_diff_max"
446,2,2,2026-08-09,2026-08-11,3,304.805,310.43,284.655,290.85,2.03,2.75,2.0,0.0667,short_lived_repeated,20.15,19.58,0.7382,1.015,0.6667,0.6667,1,0,1,-0.0913,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
447,1,1,2026-08-09,2026-08-09,1,306.07,306.07,290.77,290.77,1.92,1.92,2.0,0.0333,isolated,15.3,15.3,1.0,1.92,1.0,1.0,0,0,0,-0.1855,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
448,1,1,2026-08-09,2026-08-09,1,307.3,307.3,290.78,290.78,2.14,2.14,2.0,0.0333,isolated,16.52,16.52,1.0,2.14,1.0,1.0,0,0,0,-0.19,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
449,5,2,2026-08-09,2026-08-12,4,307.072,321.44,281.684,291.29,1.638,2.21,2.0,0.0667,short_lived_repeated,25.388,30.15,0.7412,0.3276,1.25,0.5,1,0,1,-0.0747,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
450,2,1,2026-08-09,2026-08-09,1,302.05,302.47,290.1,290.15,1.08,1.08,2.0,0.0333,isolated,11.95,12.32,1.0,0.54,2.0,1.0,0,0,0,-0.1298,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
451,5,3,2026-08-09,2026-08-11,3,306.404,312.52,286.498,291.11,1.584,2.07,2.0,0.1,short_lived_repeated,19.906,21.41,0.7652,0.3168,1.6667,1.0,1,0,1,-0.0826,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
452,6,3,2026-08-09,2026-08-11,3,309.567,320.3,288.487,292.95,2.547,4.68,2.0,0.1,short_lived_repeated,21.08,27.35,0.5442,0.4245,2.0,1.0,1,0,1,-0.0511,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
453,1,1,2026-08-09,2026-08-09,1,309.22,309.22,292.04,292.04,1.62,1.62,2.0,0.0333,isolated,17.18,17.18,1.0,1.62,1.0,1.0,0,0,0,-0.1934,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
454,1,1,2026-08-09,2026-08-09,1,306.26,306.26,293.07,293.07,0.85,0.85,2.0,0.0333,isolated,13.19,13.19,1.0,0.85,1.0,1.0,0,0,0,-0.1757,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
455,21,2,2026-08-09,2026-08-10,2,319.813,346.16,291.415,303.34,5.042,21.87,2.0,0.0667,short_lived_repeated,28.398,42.82,0.2305,0.2401,10.5,1.0,1,0,1,0.1014,1,HIGH,MULTI_FACTOR_ANOMALY,High abnormality primarily associated with elevated thermal intensity and elevated thermal energy (FRP).,"max_bright_ti4,max_frp"
456,1,1,2026-08-09,2026-08-09,1,306.8,306.8,292.21,292.21,1.04,1.04,2.0,0.0333,isolated,14.59,14.59,1.0,1.04,1.0,1.0,0,0,0,-0.1839,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
457,4,1,2026-08-09,2026-08-09,1,304.188,313.6,284.45,285.61,0.898,1.16,2.0,0.0333,isolated,19.738,27.99,0.7741,0.2245,4.0,1.0,0,0,0,-0.0912,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
458,5,3,2026-08-09,2026-08-13,5,309.924,335.58,280.79,293.11,1.664,2.99,2.0,0.1,short_lived_repeated,29.134,42.47,0.5565,0.3328,1.0,0.6,1,0,1,-0.0678,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
459,1,1,2026-08-09,2026-08-09,1,309.49,309.49,283.55,283.55,0.69,0.69,2.0,0.0333,isolated,25.94,25.94,1.0,0.69,1.0,1.0,0,0,0,-0.1837,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
460,1,1,2026-08-09,2026-08-09,1,302.53,302.53,289.15,289.15,0.49,0.49,2.0,0.0333,isolated,13.38,13.38,1.0,0.49,1.0,1.0,0,0,0,-0.1615,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
461,1,1,2026-08-09,2026-08-09,1,302.78,302.78,289.42,289.42,1.07,1.07,2.0,0.0333,isolated,13.36,13.36,1.0,1.07,1.0,1.0,0,0,0,-0.1733,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
462,1,1,2026-08-09,2026-08-09,1,301.07,301.07,285.48,285.48,0.4,0.4,2.0,0.0333,isolated,15.59,15.59,1.0,0.4,1.0,1.0,0,0,0,-0.1628,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
463,2,2,2026-08-09,2026-08-11,3,309.505,313.52,288.65,290.85,1.98,2.64,2.0,0.0667,short_lived_repeated,20.855,22.67,0.75,0.99,0.6667,0.6667,1,0,1,-0.098,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
464,1,1,2026-08-09,2026-08-09,1,304.91,304.91,287.7,287.7,1.13,1.13,2.0,0.0333,isolated,17.21,17.21,1.0,1.13,1.0,1.0,0,0,0,-0.1911,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
465,1,1,2026-08-09,2026-08-09,1,299.54,299.54,283.89,283.89,0.65,0.65,2.0,0.0333,isolated,15.65,15.65,1.0,0.65,1.0,1.0,0,0,0,-0.1611,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
466,2,1,2026-08-09,2026-08-09,1,308.82,309.21,284.34,284.42,0.77,0.86,2.0,0.0333,isolated,24.48,24.79,0.8953,0.385,2.0,1.0,0,0,0,-0.1412,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
467,1,1,2026-08-09,2026-08-09,1,301.41,301.41,285.08,285.08,0.52,0.52,2.0,0.0333,isolated,16.33,16.33,1.0,0.52,1.0,1.0,0,0,0,-0.1694,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
468,1,1,2026-08-09,2026-08-09,1,301.99,301.99,285.57,285.57,1.2,1.2,2.0,0.0333,isolated,16.42,16.42,1.0,1.2,1.0,1.0,0,0,0,-0.1838,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
469,2,1,2026-08-09,2026-08-09,1,305.2,306.21,282.395,282.65,0.745,0.79,2.0,0.0333,isolated,22.805,23.56,0.943,0.3725,2.0,1.0,0,0,0,-0.1406,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
470,1,1,2026-08-09,2026-08-09,1,301.74,301.74,281.9,281.9,1.23,1.23,2.0,0.0333,isolated,19.84,19.84,1.0,1.23,1.0,1.0,0,0,0,-0.183,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
471,1,1,2026-08-09,2026-08-09,1,302.09,302.09,278.97,278.97,1.06,1.06,2.0,0.0333,isolated,23.12,23.12,1.0,1.06,1.0,1.0,0,0,0,-0.187,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
472,1,1,2026-08-09,2026-08-09,1,306.64,306.64,293.75,293.75,1.21,1.21,2.0,0.0333,isolated,12.89,12.89,1.0,1.21,1.0,1.0,0,0,0,-0.1795,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
473,1,1,2026-08-09,2026-08-09,1,305.87,305.87,293.75,293.75,1.26,1.26,2.0,0.0333,isolated,12.12,12.12,1.0,1.26,1.0,1.0,0,0,0,-0.1735,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
474,1,1,2026-08-09,2026-08-09,1,308.19,308.19,292.91,292.91,1.26,1.26,2.0,0.0333,isolated,15.28,15.28,1.0,1.26,1.0,1.0,0,0,0,-0.1851,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
475,1,1,2026-08-09,2026-08-09,1,304.66,304.66,285.12,285.12,1.12,1.12,2.0,0.0333,isolated,19.54,19.54,1.0,1.12,1.0,1.0,0,0,0,-0.1902,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
476,3,2,2026-08-09,2026-08-11,3,308.597,318.43,287.547,292.77,1.61,2.14,2.0,0.0667,short_lived_repeated,21.05,25.66,0.7523,0.5367,1.0,0.6667,1,0,1,-0.1094,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
477,1,1,2026-08-09,2026-08-09,1,300.48,300.48,285.3,285.3,1.32,1.32,2.0,0.0333,isolated,15.18,15.18,1.0,1.32,1.0,1.0,0,0,0,-0.1689,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
478,1,1,2026-08-09,2026-08-09,1,300.48,300.48,287.6,287.6,0.75,0.75,2.0,0.0333,isolated,12.88,12.88,1.0,0.75,1.0,1.0,0,0,0,-0.1565,0,NORMAL,NORMAL_THERMAL_ACTIVITY,Thermal activity falls within normal statistical bounds.,none
479,10,2,2026-08-10,2026-08-11,2,318.686,343.35,288.703,298.33,3.586,9.22,2.0,0.0667,short_lived_repeated,29.983,45.02,0.3889,0.3586,5.0,1.0,1,0,1,-0.0092,0,ELEVATED,SHORT_LIVED_EXTREME_EVENT,Elevated abnormality primarily associated with elevated thermal intensity.,"max_bright_ti4,bt_diff_max"
